0, 0
1, 0
2, 0
3, 0
4, 0
5, 0
6, 3
7, 0
8, 1
9, 0
10, 3
11, 0
12, 6
13, 3
14, 2
15, 4
16, 2
17, 4
18, 5
19, 2
20, 4
21, 4
22, 4
23, 3
24, 5
25, 13
26, 6
27, 3
28, 5
29, 5
30, 8
31, 8
32, 14
33, 10
34, 8
35, 10
36, 6
37, 9
38, 8
39, 8
40, 7
41, 4
42, 9
43, 4
44, 9
45, 8
46, 9
47, 11
48, 14
49, 12
50, 13
51, 13
52, 9
53, 15
54, 20
55, 11
56, 18
57, 18
58, 18
59, 24
60, 21
61, 29
62, 19
63, 23
64, 22
65, 25
66, 26
67, 30
68, 25
69, 26
70, 26
71, 35
72, 24
73, 45
74, 30
75, 43
76, 51
77, 46
78, 43
79, 54
80, 53
81, 52
82, 52
83, 71
84, 65
85, 74
86, 82
87, 122
88, 90
89, 106
90, 115
91, 131
92, 133
93, 150
94, 176
95, 169
96, 191
97, 244
98, 240
99, 246
100, 316
101, 343
102, 352
103, 376
104, 448
105, 528
106, 536
107, 643
108, 693
109, 746
110, 866
111, 892
112, 1031
113, 1220
114, 1302
115, 1497
116, 1661
117, 1864
118, 2128
119, 2335
120, 2659
121, 2927
122, 3397
123, 3610
124, 4192
125, 4679
126, 4953
127, 5891
128, 6385
129, 6971
130, 7780
131, 8724
132, 9814
133, 10923
134, 11993
135, 13227
136, 14876
137, 16325
138, 18289
139, 20211
140, 22525
141, 24569
142, 27359
143, 30030
144, 33091
145, 36427
146, 39780
147, 43935
148, 47764
149, 52168
150, 57054
151, 62045
152, 68074
153, 74066
154, 80714
155, 88016
156, 94898
157, 103178
158, 111048
159, 120044
160, 129568
161, 139151
162, 149305
163, 160636
164, 171046
165, 181961
166, 193827
167, 205368
168, 218406
169, 229580
170, 240205
171, 252086
172, 263529
173, 273679
174, 283624
175, 292266
176, 298806
177, 304764
178, 309280
179, 310045
180, 308649
181, 305892
182, 302230
183, 294506
184, 283310
185, 273302
186, 259164
187, 245885
188, 230469
189, 214570
190, 197810
191, 181271
192, 164047
193, 147713
194, 131898
195, 116452
196, 100672
197, 88117
198, 75002
199, 64060
200, 54131
201, 45077
202, 37488
203, 31268
204, 25164
205, 20560
206, 16771
207, 13584
208, 11022
209, 8954
210, 7468
211, 6052
212, 5057
213, 4236
214, 3767
215, 3040
216, 2729
217, 2450
218, 2128
219, 1991
220, 1759
221, 1744
222, 1663
223, 1500
224, 1434
225, 1293
226, 1208
227, 1145
228, 1068
229, 972
230, 994
231, 875
232, 819
233, 711
234, 721
235, 641
236, 597
237, 510
238, 464
239, 390
240, 376
241, 355
242, 243
243, 247
244, 240
245, 185
246, 151
247, 140
248, 118
249, 86
250, 67
251, 41
252, 0
253, 0
254, 0
255, 2001
