0, 0
1, 0
2, 0
3, 0
4, 0
5, 1
6, 1
7, 3
8, 7
9, 3
10, 4
11, 6
12, 7
13, 8
14, 1
15, 8
16, 9
17, 10
18, 12
19, 7
20, 5
21, 7
22, 12
23, 7
24, 9
25, 12
26, 9
27, 8
28, 13
29, 10
30, 13
31, 13
32, 15
33, 20
34, 12
35, 21
36, 28
37, 24
38, 27
39, 21
40, 22
41, 13
42, 16
43, 20
44, 15
45, 23
46, 31
47, 26
48, 21
49, 30
50, 20
51, 30
52, 22
53, 29
54, 32
55, 22
56, 31
57, 26
58, 23
59, 18
60, 17
61, 32
62, 33
63, 31
64, 30
65, 40
66, 40
67, 50
68, 35
69, 41
70, 45
71, 33
72, 44
73, 44
74, 34
75, 57
76, 63
77, 50
78, 65
79, 54
80, 45
81, 71
82, 85
83, 94
84, 94
85, 105
86, 84
87, 102
88, 128
89, 125
90, 142
91, 149
92, 143
93, 142
94, 172
95, 209
96, 205
97, 218
98, 264
99, 297
100, 291
101, 336
102, 380
103, 412
104, 496
105, 571
106, 616
107, 674
108, 703
109, 856
110, 950
111, 1120
112, 1307
113, 1419
114, 1592
115, 1904
116, 2114
117, 2415
118, 2815
119, 3124
120, 3609
121, 4195
122, 4925
123, 5425
124, 6204
125, 7186
126, 8378
127, 9413
128, 10874
129, 12367
130, 13988
131, 16324
132, 18629
133, 21305
134, 24317
135, 27359
136, 31981
137, 36435
138, 41418
139, 46885
140, 53170
141, 60315
142, 68233
143, 77506
144, 87395
145, 98158
146, 111163
147, 124388
148, 138862
149, 154875
150, 173715
151, 192218
152, 213368
153, 237597
154, 259449
155, 289199
156, 315869
157, 347023
158, 378240
159, 410361
160, 447804
161, 485417
162, 519838
163, 559790
164, 605187
165, 642876
166, 681995
167, 727732
168, 764742
169, 804001
170, 836935
171, 880413
172, 912548
173, 945465
174, 975506
175, 1008567
176, 1026359
177, 1049027
178, 1069546
179, 1077729
180, 1069047
181, 1079466
182, 1069357
183, 1069929
184, 1059476
185, 1027248
186, 1012042
187, 984714
188, 956844
189, 914359
190, 884937
191, 845412
192, 791575
193, 741272
194, 695743
195, 647967
196, 597204
197, 545189
198, 496128
199, 450066
200, 402597
201, 355953
202, 318725
203, 277029
204, 241378
205, 206017
206, 176417
207, 149612
208, 125925
209, 105720
210, 85505
211, 70062
212, 57303
213, 45498
214, 37479
215, 29296
216, 23479
217, 18908
218, 15040
219, 12077
220, 10009
221, 7787
222, 6572
223, 5551
224, 4819
225, 4138
226, 3665
227, 3158
228, 2902
229, 2654
230, 2268
231, 2078
232, 1946
233, 1678
234, 1572
235, 1479
236, 1425
237, 1163
238, 1150
239, 1052
240, 960
241, 872
242, 829
243, 742
244, 642
245, 646
246, 544
247, 487
248, 417
249, 326
250, 259
251, 232
252, 0
253, 0
254, 0
255, 6636
