0, 53
1, 7
2, 9
3, 11
4, 9
5, 21
6, 29
7, 48
8, 43
9, 44
10, 51
11, 48
12, 68
13, 79
14, 87
15, 76
16, 99
17, 106
18, 103
19, 109
20, 117
21, 130
22, 153
23, 160
24, 164
25, 166
26, 197
27, 218
28, 190
29, 232
30, 270
31, 271
32, 286
33, 283
34, 312
35, 343
36, 358
37, 366
38, 376
39, 379
40, 357
41, 375
42, 385
43, 372
44, 385
45, 394
46, 398
47, 437
48, 425
49, 418
50, 449
51, 416
52, 453
53, 448
54, 490
55, 472
56, 509
57, 520
58, 535
59, 580
60, 580
61, 638
62, 688
63, 656
64, 723
65, 720
66, 721
67, 778
68, 780
69, 802
70, 857
71, 857
72, 892
73, 1029
74, 960
75, 1001
76, 1058
77, 1187
78, 1203
79, 1316
80, 1276
81, 1369
82, 1497
83, 1500
84, 1620
85, 1699
86, 1741
87, 1863
88, 2011
89, 2038
90, 2307
91, 2338
92, 2496
93, 2776
94, 2777
95, 2963
96, 3336
97, 3534
98, 3833
99, 4064
100, 4264
101, 4542
102, 4770
103, 5169
104, 5532
105, 6177
106, 6563
107, 7134
108, 7799
109, 8335
110, 9353
111, 10168
112, 11044
113, 12086
114, 13343
115, 15050
116, 16385
117, 18060
118, 20540
119, 22951
120, 25454
121, 29176
122, 32666
123, 37356
124, 41956
125, 47274
126, 54472
127, 62238
128, 70911
129, 80829
130, 93779
131, 107093
132, 124153
133, 142706
134, 165303
135, 190947
136, 219978
137, 254193
138, 292767
139, 338780
140, 391066
141, 450839
142, 519792
143, 598802
144, 686904
145, 788478
146, 903117
147, 1031322
148, 1179723
149, 1336647
150, 1522603
151, 1716708
152, 1935239
153, 2180521
154, 2434181
155, 2730938
156, 3038556
157, 3373429
158, 3718391
159, 4076721
160, 4475360
161, 4886391
162, 5261403
163, 5679830
164, 6139171
165, 6524550
166, 6977830
167, 7382628
168, 7743783
169, 8070946
170, 8374451
171, 8669369
172, 8923411
173, 9140223
174, 9265443
175, 9320204
176, 9365839
177, 9280108
178, 9249253
179, 9052817
180, 8734065
181, 8427960
182, 8125034
183, 7715731
184, 7271429
185, 6779501
186, 6311124
187, 5830477
188, 5320518
189, 4838545
190, 4361338
191, 3917643
192, 3464335
193, 3070080
194, 2690191
195, 2365288
196, 2076302
197, 1817412
198, 1596276
199, 1400409
200, 1235078
201, 1088702
202, 980667
203, 878202
204, 791781
205, 720531
206, 662587
207, 611162
208, 567633
209, 535553
210, 495183
211, 461452
212, 435960
213, 403822
214, 379671
215, 353814
216, 328829
217, 304908
218, 277185
219, 252673
220, 230867
221, 209492
222, 188669
223, 170209
224, 152665
225, 135815
226, 122833
227, 110286
228, 98426
229, 88978
230, 81188
231, 74593
232, 68762
233, 63510
234, 59830
235, 55727
236, 52462
237, 50193
238, 48307
239, 45867
240, 44633
241, 42290
242, 41597
243, 39667
244, 38736
245, 37039
246, 36423
247, 34745
248, 33202
249, 31210
250, 29403
251, 43355
252, 16735
253, 13182
254, 17169
255, 1725339
