0, 2
1, 1
2, 2
3, 4
4, 4
5, 15
6, 21
7, 26
8, 37
9, 39
10, 69
11, 57
12, 74
13, 88
14, 90
15, 85
16, 92
17, 96
18, 84
19, 88
20, 91
21, 108
22, 101
23, 119
24, 94
25, 122
26, 121
27, 113
28, 123
29, 120
30, 93
31, 108
32, 99
33, 79
34, 98
35, 84
36, 89
37, 101
38, 104
39, 97
40, 96
41, 77
42, 84
43, 92
44, 106
45, 111
46, 107
47, 85
48, 93
49, 92
50, 63
51, 79
52, 86
53, 74
54, 86
55, 80
56, 58
57, 66
58, 70
59, 45
60, 88
61, 82
62, 80
63, 51
64, 69
65, 67
66, 63
67, 57
68, 56
69, 72
70, 63
71, 100
72, 69
73, 88
74, 73
75, 62
76, 72
77, 84
78, 78
79, 72
80, 94
81, 71
82, 75
83, 84
84, 76
85, 88
86, 85
87, 92
88, 94
89, 94
90, 87
91, 111
92, 112
93, 90
94, 116
95, 106
96, 93
97, 137
98, 119
99, 117
100, 110
101, 119
102, 113
103, 126
104, 126
105, 138
106, 139
107, 143
108, 136
109, 131
110, 137
111, 150
112, 149
113, 151
114, 170
115, 152
116, 160
117, 129
118, 186
119, 180
120, 197
121, 180
122, 203
123, 201
124, 212
125, 258
126, 245
127, 258
128, 268
129, 299
130, 271
131, 317
132, 348
133, 366
134, 362
135, 405
136, 442
137, 482
138, 556
139, 550
140, 622
141, 778
142, 812
143, 972
144, 1113
145, 1263
146, 1509
147, 1570
148, 2032
149, 2295
150, 2838
151, 3309
152, 3943
153, 4873
154, 5944
155, 7115
156, 8604
157, 10351
158, 12573
159, 15169
160, 18571
161, 22343
162, 27310
163, 32678
164, 39554
165, 47883
166, 57726
167, 67863
168, 80391
169, 95699
170, 111772
171, 134427
172, 157975
173, 185761
174, 212931
175, 245154
176, 286889
177, 322427
178, 368416
179, 423606
180, 467497
181, 512757
182, 584622
183, 633312
184, 690374
185, 744431
186, 807259
187, 860521
188, 871447
189, 916869
190, 954991
191, 977899
192, 977035
193, 990518
194, 981453
195, 959092
196, 928751
197, 895628
198, 855124
199, 821669
200, 766536
201, 733499
202, 690061
203, 653930
204, 610324
205, 595869
206, 555837
207, 530578
208, 513582
209, 493007
210, 472376
211, 460886
212, 449410
213, 427263
214, 413143
215, 397504
216, 381218
217, 362768
218, 344329
219, 320472
220, 302084
221, 278947
222, 251850
223, 226033
224, 203431
225, 180878
226, 154282
227, 133168
228, 111342
229, 94406
230, 76484
231, 62533
232, 50404
233, 39270
234, 31341
235, 23698
236, 18590
237, 14361
238, 11239
239, 9391
240, 7336
241, 6149
242, 4997
243, 4325
244, 3710
245, 3196
246, 2789
247, 2330
248, 1929
249, 1681
250, 1229
251, 1289
252, 0
253, 0
254, 0
255, 123993
