0, 0
1, 0
2, 1
3, 1
4, 1
5, 0
6, 1
7, 1
8, 3
9, 8
10, 5
11, 8
12, 7
13, 8
14, 11
15, 19
16, 15
17, 16
18, 18
19, 21
20, 18
21, 16
22, 29
23, 26
24, 40
25, 31
26, 37
27, 35
28, 25
29, 35
30, 33
31, 34
32, 49
33, 50
34, 65
35, 57
36, 57
37, 61
38, 45
39, 51
40, 50
41, 54
42, 59
43, 72
44, 78
45, 66
46, 57
47, 75
48, 79
49, 41
50, 49
51, 44
52, 26
53, 35
54, 40
55, 26
56, 29
57, 35
58, 36
59, 44
60, 41
61, 28
62, 42
63, 33
64, 49
65, 44
66, 29
67, 34
68, 50
69, 41
70, 34
71, 46
72, 45
73, 52
74, 37
75, 41
76, 39
77, 54
78, 43
79, 50
80, 43
81, 43
82, 47
83, 49
84, 49
85, 52
86, 79
87, 48
88, 54
89, 51
90, 64
91, 59
92, 67
93, 42
94, 55
95, 76
96, 65
97, 68
98, 66
99, 73
100, 69
101, 64
102, 84
103, 76
104, 64
105, 64
106, 90
107, 75
108, 69
109, 87
110, 94
111, 96
112, 101
113, 83
114, 87
115, 84
116, 105
117, 100
118, 95
119, 96
120, 100
121, 138
122, 119
123, 127
124, 141
125, 142
126, 121
127, 143
128, 171
129, 151
130, 165
131, 158
132, 178
133, 200
134, 176
135, 215
136, 238
137, 242
138, 265
139, 268
140, 293
141, 293
142, 343
143, 353
144, 399
145, 420
146, 502
147, 487
148, 601
149, 556
150, 705
151, 777
152, 833
153, 945
154, 1099
155, 1339
156, 1401
157, 1654
158, 1781
159, 2042
160, 2560
161, 2814
162, 3300
163, 3852
164, 4480
165, 5232
166, 6039
167, 6815
168, 7951
169, 9476
170, 10873
171, 12351
172, 14302
173, 16589
174, 18611
175, 21093
176, 24161
177, 27353
178, 30940
179, 35794
180, 39182
181, 43144
182, 49775
183, 54042
184, 60061
185, 65587
186, 73355
187, 79900
188, 82110
189, 89256
190, 96653
191, 102835
192, 107931
193, 116233
194, 122253
195, 129816
196, 136065
197, 145905
198, 154182
199, 167847
200, 179266
201, 198157
202, 219262
203, 244943
204, 270030
205, 313670
206, 346956
207, 389978
208, 442922
209, 495683
210, 546320
211, 609553
212, 679467
213, 726000
214, 782459
215, 832853
216, 883380
217, 923793
218, 950702
219, 966715
220, 986500
221, 988645
222, 958335
223, 918971
224, 897364
225, 854356
226, 775901
227, 711276
228, 637082
229, 568768
230, 488418
231, 423598
232, 355288
233, 293288
234, 244751
235, 198184
236, 163403
237, 132543
238, 109623
239, 92101
240, 76553
241, 68073
242, 59100
243, 54638
244, 49403
245, 47425
246, 44557
247, 41318
248, 38527
249, 34690
250, 29972
251, 38614
252, 56
253, 0
254, 0
255, 3088745
