0, 0
1, 0
2, 0
3, 0
4, 0
5, 0
6, 0
7, 0
8, 0
9, 0
10, 2
11, 2
12, 2
13, 3
14, 0
15, 0
16, 0
17, 3
18, 2
19, 0
20, 4
21, 3
22, 2
23, 2
24, 7
25, 3
26, 3
27, 2
28, 6
29, 10
30, 10
31, 10
32, 8
33, 11
34, 8
35, 7
36, 8
37, 7
38, 5
39, 7
40, 5
41, 7
42, 9
43, 10
44, 4
45, 1
46, 8
47, 6
48, 9
49, 8
50, 9
51, 8
52, 10
53, 5
54, 5
55, 6
56, 7
57, 3
58, 5
59, 8
60, 13
61, 14
62, 6
63, 9
64, 12
65, 8
66, 13
67, 21
68, 12
69, 24
70, 19
71, 19
72, 15
73, 12
74, 18
75, 22
76, 20
77, 33
78, 17
79, 22
80, 31
81, 22
82, 26
83, 23
84, 26
85, 30
86, 28
87, 35
88, 44
89, 53
90, 34
91, 45
92, 51
93, 61
94, 69
95, 65
96, 67
97, 85
98, 92
99, 91
100, 110
101, 109
102, 131
103, 134
104, 138
105, 174
106, 188
107, 208
108, 254
109, 258
110, 299
111, 325
112, 335
113, 387
114, 448
115, 494
116, 536
117, 617
118, 710
119, 788
120, 923
121, 975
122, 1177
123, 1287
124, 1432
125, 1714
126, 1889
127, 1977
128, 2347
129, 2727
130, 3119
131, 3529
132, 3806
133, 4459
134, 5073
135, 5923
136, 6664
137, 7420
138, 8427
139, 9563
140, 10874
141, 12347
142, 14184
143, 15996
144, 18082
145, 20855
146, 23612
147, 26874
148, 30446
149, 34099
150, 38756
151, 43561
152, 49199
153, 54909
154, 62373
155, 69449
156, 77854
157, 87413
158, 97491
159, 108668
160, 120720
161, 133469
162, 146334
163, 161812
164, 178010
165, 194233
166, 212324
167, 230368
168, 248042
169, 266170
170, 285034
171, 303930
172, 322058
173, 340478
174, 357087
175, 371678
176, 384571
177, 395001
178, 402969
179, 408704
180, 412958
181, 410861
182, 411822
183, 403144
184, 393977
185, 382189
186, 367320
187, 350936
188, 331870
189, 311070
190, 290415
191, 269543
192, 245201
193, 222940
194, 200590
195, 179345
196, 158716
197, 138966
198, 121021
199, 104798
200, 89662
201, 76418
202, 63815
203, 53057
204, 44129
205, 35882
206, 29243
207, 23197
208, 18875
209, 15147
210, 12094
211, 9750
212, 8003
213, 6515
214, 5439
215, 4525
216, 3984
217, 3456
218, 3145
219, 2721
220, 2515
221, 2340
222, 2205
223, 1979
224, 1876
225, 1667
226, 1667
227, 1557
228, 1454
229, 1442
230, 1269
231, 1163
232, 1172
233, 1085
234, 1006
235, 957
236, 895
237, 828
238, 844
239, 792
240, 804
241, 787
242, 715
243, 695
244, 669
245, 730
246, 695
247, 650
248, 632
249, 637
250, 601
251, 565
252, 0
253, 0
254, 0
255, 26884
